PID,SSN,Depth,C,N,P,K,S,Ca,Mg
ZA-KeIOai,icr048643,35,34214,1972,1.2,81.9,12.9,2280.0,530.0
ZA-M9WNlz,icr048450,10,11151,677,1.9,141.0,11.4,1240.0,807.0
ZA-M9WNlz,icr048451,35,5122,424,1.1,143.0,18.2,1820.0,1560.0
ZA-n0fOIQ,icr049156,10,3448,358,33.0,344.0,4.9,1210.0,257.0
ZA-n0fOIQ,icr049157,35,2634,425,22.3,304.0,13.6,3080.0,293.0
ZA-nd74Xh,icr049022,10,3734,461,76.7,628.0,377.0,7090.0,762.0
ZA-nd74Xh,icr049023,35,3556,396,30.6,472.0,759.0,7960.0,839.0
ZA-o6h1qt,icr048520,10,8072,661,0.9,142.0,27.2,1960.0,842.0
ZA-o6h1qt,icr048521,35,10045,747,1.0,126.0,16.8,1080.0,678.0
ZA-oCwIVC,icr048602,10,9821,560,8.8,107.0,9.5,323.0,79.8
ZA-oCwIVC,icr048603,35,3067,205,2.9,53.9,7.0,231.0,57.1
ZA-oFgqxv,icr048528,10,9009,675,6.1,149.0,8.4,506.0,166.0
ZA-oFgqxv,icr048529,35,6308,385,2.5,93.8,8.4,585.0,243.0
ZA-PBLRSh,icr049098,10,2514,425,25.7,402.0,27.1,1710.0,394.0
ZA-PBLRSh,icr049099,35,1916,365,9.5,246.0,10.6,1920.0,338.0
ZA-PhdFu5,icr048886,10,2301,257,3.3,134.0,4.1,1160.0,551.0
ZA-PhdFu5,icr048887,35,2696,273,1.9,98.7,3.8,1340.0,607.0
ZA-PPkSfj,icr048868,10,2180,271,4.6,128.0,5.6,1010.0,425.0
ZA-PPkSfj,icr048869,35,2445,301,2.4,86.4,3.9,1240.0,488.0
ZA-PxgIxo,icr048961,10,5043,546,18.1,189.0,9.4,6620.0,249.0
ZA-Q8JEuK,icr048755,10,3376,308,4.1,156.0,3.4,1250.0,327.0
ZA-Q8JEuK,icr048756,35,3028,298,4.5,112.0,6.0,5230.0,348.0
ZA-qKwNVq,icr048721,10,36604,2273,2.0,328.0,20.7,2510.0,898.0
ZA-qKwNVq,icr048722,35,28163,1590,0.3,120.0,16.9,2370.0,867.0
ZA-QVjRcV,icr048503,10,15285,839,2.8,128.0,15.4,3500.0,4340.0
ZA-QVjRcV,icr048504,35,8310,501,1.0,97.1,12.8,4760.0,4740.0
ZA-RUfr59,icr048942,10,2623,348,5.0,139.0,4.3,879.0,333.0
ZA-s9CE9m,icr048682,10,3702,227,8.7,78.0,5.3,144.0,42.7
ZA-s9CE9m,icr048683,35,1952,133,3.6,58.2,4.0,196.0,49.1
ZA-sKzMmf,icr049130,10,5652,477,77.2,293.0,8.4,1540.0,190.0
ZA-sKzMmf,icr049131,35,3510,386,45.9,209.0,7.3,1250.0,247.0
ZA-TdvZRl,icr048854,10,2314,406,8.8,208.0,4.0,978.0,404.0
ZA-TdvZRl,icr048855,35,3231,466,5.0,206.0,7.1,1460.0,639.0
ZA-tOEJ55,icr048960,35,6659,639,23.2,237.0,5.8,2520.0,205.0
ZA-UB2j4N,icr048943,10,2187,206,1.3,96.1,3.4,1060.0,408.0
ZA-V9UDNp,icr049013,10,3916,408,130.0,562.0,13.6,3440.0,302.0
ZA-V9UDNp,icr049014,35,2456,420,68.2,467.0,13.5,1880.0,290.0
ZA-w7CYG2,icr048932,10,2770,335,9.7,170.0,14.2,17600.0,355.0
ZA-wsI8YT,icr049044,10,16281,1565,58.3,450.0,19.1,7040.0,303.0
ZA-wsI8YT,icr049045,35,25646,529,0.5,286.0,83.6,35200.0,824.0
ZA-xrvXfE,icr048584,10,8852,614,2.3,97.2,10.8,275.0,106.0
ZA-xrvXfE,icr048585,35,5311,438,0.4,81.0,10.3,314.0,180.0
ZA-XSeHdI,icr048977,10,4000,559,12.7,171.0,14.0,9360.0,248.0
ZA-XSeHdI,icr048978,35,2462,620,6.3,129.0,13.2,8540.0,217.0
ZA-XYjAFd,icr048837,10,3259,337,18.9,182.0,5.7,2570.0,184.0
ZA-XYjAFd,icr048838,35,2227,260,12.1,99.7,4.6,1350.0,166.0
ZA-Y6gvGj,icr048793,10,2178,237,2.9,114.0,3.4,526.0,223.0
ZA-Y6gvGj,icr048794,35,2311,212,3.0,98.9,4.2,912.0,362.0
ZA-YKZ3Uu,icr048549,10,28464,1764,1.5,182.0,17.8,2060.0,602.0
ZA-YKZ3Uu,icr048550,35,22856,1392,0.8,106.0,13.3,1840.0,565.0
ZA-z8Sbb9,icr048485,10,11588,642,2.5,199.0,14.9,6210.0,4030.0
ZA-z8Sbb9,icr048486,35,8734,357,1.4,204.0,14.5,6620.0,4020.0
ZM-6FfiuA,icr055882,10,7468,483,39.9,51.0,27.3,199.0,39.8
ZM-6FfiuA,icr055883,35,4735,361,11.9,49.5,36.9,134.0,36.5
ZM-ACtjrJ,icr056082,35,4378,265,2.6,77.6,67.6,131.0,62.3
ZM-aO180j,icr075716,10,7385,578,7.1,82.2,7.3,577.0,128.0
ZM-aO180j,icr075717,35,2848,244,3.2,50.3,3.9,328.0,81.7
ZM-APQJG4,icr075916,10,11726,909,7.2,102.0,7.9,871.0,175.0
ZM-APQJG4,icr075917,35,6546,643,3.1,73.2,6.8,1090.0,215.0
ZM-avoGGB,icr055782,10,6411,394,10.0,109.0,5.5,100.0,67.9
ZM-avoGGB,icr055783,35,2933,94,2.9,80.6,5.5,113.0,49.1
ZM-C2POLa,icr075896,10,57115,3739,9.5,478.0,93.0,4380.0,943.0
ZM-C2POLa,icr075897,35,14696,956,3.0,211.0,35.3,4260.0,951.0
ZM-C2yj4V,icr056400,10,18685,833,106.0,69.1,6.3,1400.0,184.0
ZM-C2yj4V,icr056401,35,5369,165,307.0,65.8,3.4,498.0,127.0
ZM-CLciAK,icr056260,10,8838,731,4.3,80.0,4.1,446.0,183.0
ZM-CLciAK,icr056261,35,4415,409,2.0,77.2,4.2,286.0,283.0
ZM-criEon,icr055703,10,8299,534,18.8,77.0,6.0,291.0,45.8
ZM-criEon,icr055704,35,3826,234,4.6,49.2,6.0,258.0,34.6
ZM-Cugf6i,icr075756,10,3634,271,3.1,70.4,5.1,358.0,66.0
ZM-Cugf6i,icr075757,35,1866,167,1.7,312.0,7.1,1230.0,288.0
ZM-cVRGId,icr056240,10,7805,541,4.4,87.1,3.7,664.0,173.0
ZM-cVRGId,icr056241,35,3077,381,1.1,81.2,2.9,471.0,186.0
ZM-DEfGSN,icr055862,10,5624,431,10.0,87.5,8.9,159.0,72.2
ZM-DEfGSN,icr055863,35,2206,114,2.4,117.0,6.9,115.0,74.2
ZM-dOG4DR,icr056101,10,8318,460,32.1,103.0,10.4,370.0,86.9
ZM-dOG4DR,icr056102,35,4135,238,4.8,114.0,41.3,251.0,63.2
ZM-DP5Fl0,icr075936,10,13029,1019,5.0,143.0,24.1,1750.0,396.0
ZM-DP5Fl0,icr075937,35,5115,414,2.0,114.0,21.6,2700.0,510.0
ZM-dqp610,icr075856,10,5572,370,3.8,82.0,8.3,411.0,90.7
ZM-dqp610,icr075857,35,2887,241,2.4,46.8,12.8,1200.0,126.0
ZM-eaTP0m,icr056041,10,15289,1003,13.1,152.0,16.4,448.0,157.0
ZM-eaTP0m,icr056042,35,10391,678,9.8,180.0,16.3,298.0,109.0
ZM-fKSAqD,icr056161,10,7041,387,7.5,58.0,12.7,206.0,59.9
ZM-fKSAqD,icr056162,35,4503,271,4.5,62.2,20.1,150.0,53.2
ZM-FpiZRR,icr055922,10,10177,646,176.0,122.0,13.3,419.0,153.0
ZM-FpiZRR,icr055923,35,5857,373,21.2,69.9,21.6,193.0,49.7
ZM-gUuMAx,icr075736,10,58325,5469,12.6,219.0,48.0,5110.0,981.0
ZM-gUuMAx,icr075737,35,16609,1757,2.5,114.0,20.8,5080.0,991.0
ZM-H5kvMj,icr055583,10,6841,466,6.5,50.7,5.8,155.0,23.3
ZM-H5kvMj,icr055584,35,3213,301,2.6,33.4,5.2,109.0,18.3
ZM-HlqXbH,icr055981,10,5982,548,7.7,35.3,18.1,129.0,32.2
ZM-HlqXbH,icr055982,35,3500,409,3.8,35.6,45.7,138.0,38.1
ZM-HteE2e,icr056181,10,12013,668,11.0,78.8,10.8,338.0,84.9
ZM-HteE2e,icr056182,35,8340,556,5.3,76.4,16.6,370.0,88.0
ZM-HWowND,icr055902,10,8714,570,18.4,122.0,16.3,240.0,71.1
ZM-HWowND,icr055903,35,5525,379,5.7,76.9,44.9,210.0,56.4
ZM-Jhepdy,icr055563,10,9436,520,11.7,73.7,8.4,129.0,37.5
ZM-Jhepdy,icr055564,35,4802,291,5.0,51.1,7.0,85.4,28.6
ZM-ju5Mrp,icr055961,10,14401,873,12.4,147.0,10.9,517.0,123.0
ZM-ju5Mrp,icr055962,35,6395,420,3.2,55.8,54.9,331.0,79.1
ZM-JxvKO3,icr056480,10,11246,678,8.7,82.8,8.6,1620.0,234.0
ZM-JxvKO3,icr056481,35,6948,436,1.3,46.8,8.4,1070.0,198.0
ZM-kCMR8D,icr075976,10,33078,2085,12.4,223.0,150.0,3850.0,948.0
ZM-kCMR8D,icr075977,35,14388,935,4.0,102.0,32.2,4350.0,1150.0
ZM-kpcCqI,icr055742,10,7909,558,6.4,166.0,8.5,66.4,33.6
ZM-kpcCqI,icr055743,35,4388,421,3.3,139.0,8.1,87.4,37.1
ZM-kYN0lR,icr075816,10,46480,3793,5.2,177.0,20.6,5190.0,792.0
ZM-kYN0lR,icr075817,35,12921,1008,2.2,139.0,13.0,4660.0,796.0
ZM-magom6,icr056280,10,7415,825,12.8,73.5,5.5,346.0,178.0
ZM-magom6,icr056281,35,3370,468,2.6,43.5,5.0,205.0,228.0
ZM-mhl51Z,icr055603,10,6336,430,4.7,126.0,5.1,97.6,62.3
ZM-mhl51Z,icr055604,35,2978,278,1.6,152.0,4.3,68.4,69.3
ZM-mQxnKz,icr056320,10,13516,890,8.1,159.0,7.7,1010.0,184.0
ZM-mQxnKz,icr056321,35,5385,293,3.1,119.0,5.0,417.0,176.0
ZM-mzMyuU,icr056061,10,14354,891,5.5,49.4,19.8,258.0,56.3
ZM-mzMyuU,icr056062,35,8141,430,2.4,33.2,53.5,176.0,43.4
ZM-n4mvpu,icr075876,10,29609,1862,6.4,172.0,61.8,3910.0,855.0
ZM-n4mvpu,icr075877,35,10370,611,2.0,113.0,20.5,4490.0,976.0
ZM-NdLslo,icr056021,10,11400,615,7.2,74.5,13.9,213.0,50.7
ZM-NdLslo,icr056022,35,4106,309,2.1,49.6,78.3,158.0,45.0
ZM-ntNkeo,icr056420,10,14686,846,39.2,142.0,6.1,1440.0,214.0
ZM-ntNkeo,icr056421,35,6987,460,14.9,78.8,3.4,763.0,151.0
ZM-NUFobm,icr055723,10,7283,534,4.2,118.0,5.9,71.7,49.2
ZM-NUFobm,icr055724,35,5434,359,3.7,121.0,5.9,66.2,23.6
ZM-OWF6OQ,icr075676,10,3374,265,12.9,112.0,4.3,204.0,40.7
ZM-OWF6OQ,icr075677,35,1719,177,8.8,136.0,4.8,204.0,47.2
ZM-oXQbQI,icr075696,10,5030,413,5.7,60.8,4.9,389.0,46.3
ZM-oXQbQI,icr075697,35,1893,185,2.1,137.0,13.4,490.0,63.2
ZM-p8vnSe,icr055762,10,6093,418,10.8,76.0,7.7,59.3,23.0
ZM-p8vnSe,icr055763,35,3363,258,4.4,62.3,8.6,67.9,25.5
ZM-PHQruo,icr056141,10,7861,438,12.0,41.2,9.1,325.0,61.9
ZM-PHQruo,icr056142,35,4141,253,5.0,49.2,28.5,428.0,123.0
ZM-PoR28C,icr055842,10,4760,140,7.2,64.1,5.4,72.3,33.7
ZM-pQImbu,icr055663,10,7696,585,8.5,165.0,7.1,69.5,28.8
ZM-pQImbu,icr055664,35,3160,444,3.2,158.0,6.0,74.5,25.3
ZM-QNZbFb,icr056300,10,5702,585,6.0,89.6,3.2,573.0,114.0
ZM-QNZbFb,icr056301,35,2093,213,1.8,89.2,3.8,491.0,141.0
ZM-qu8qEm,icr075796,10,17796,1219,7.5,139.0,13.0,2530.0,518.0
ZM-qu8qEm,icr075797,35,11118,639,17.1,178.0,13.6,4130.0,866.0
ZM-QXnbpI,icr056340,10,11170,698,2.0,282.0,6.5,783.0,562.0
ZM-QXnbpI,icr056341,35,6946,500,0.3,303.0,7.7,476.0,641.0
ZM-RBKVIn,icr055941,10,10550,680,6.3,112.0,9.7,388.0,106.0
ZM-RBKVIn,icr055942,35,6857,448,3.0,96.3,25.7,264.0,89.4
ZM-rUaSoT,icr056460,10,49668,2366,24.3,116.0,14.4,6540.0,266.0
ZM-rUaSoT,icr056461,35,26027,1467,19.3,158.0,11.9,7130.0,287.0
ZM-Sp4DsQ,icr056220,10,4892,341,3.0,96.7,2.6,565.0,157.0
ZM-Sp4DsQ,icr056221,35,1798,351,1.2,64.2,3.0,649.0,218.0
ZM-SUHW6k,icr056360,10,27049,1807,64.5,264.0,10.7,3400.0,437.0
ZM-SUHW6k,icr056361,35,10077,626,11.1,159.0,5.0,1430.0,376.0
ZM-T6AGmQ,icr055623,10,6014,361,6.8,77.4,6.9,109.0,67.8
ZM-T6AGmQ,icr055624,35,2349,43,2.5,55.4,4.5,66.3,62.3
ZM-Tckql1,icr056500,10,6259,332,12.2,114.0,3.8,501.0,116.0
ZM-Tckql1,icr056501,35,2104,114,5.4,115.0,3.5,417.0,136.0
ZM-tqKj3s,icr075956,10,23504,1455,6.8,153.0,72.0,4860.0,890.0
ZM-tqKj3s,icr075957,35,9277,612,3.3,114.0,26.3,5290.0,823.0
ZM-u6JYyp,icr056380,10,10502,766,13.7,102.0,4.2,577.0,168.0
ZM-u6JYyp,icr056381,35,3977,419,2.4,70.5,2.7,145.0,150.0
ZM-UGs2uq,icr075836,10,12575,1115,6.8,136.0,11.5,797.0,151.0
ZM-UGs2uq,icr075837,35,5735,458,2.3,121.0,9.2,1060.0,220.0
ZM-uho1G0,icr055643,10,7438,467,6.1,119.0,6.7,58.2,28.2
ZM-vHMfHr,icr056440,10,6526,462,29.7,201.0,4.0,1390.0,200.0
ZM-vHMfHr,icr056441,35,1982,297,5.9,302.0,24.5,557.0,98.5
ZM-wPVewU,icr056001,10,10146,576,11.4,107.0,10.1,129.0,64.2
ZM-wPVewU,icr056002,35,8614,473,13.4,80.7,10.4,175.0,57.7
ZM-xFrTOr,icr075776,10,8848,710,3.5,81.2,6.5,1040.0,139.0
ZM-xFrTOr,icr075777,35,3805,256,1.4,91.4,6.5,923.0,183.0
ZM-xR0Icv,icr056121,10,11400,538,17.5,83.1,11.2,134.0,46.8
ZM-xR0Icv,icr056122,35,7102,403,10.3,76.9,15.0,128.0,40.3
ZM-xUpuHV,icr055683,10,5817,475,5.5,63.0,6.3,129.0,23.4
ZM-xUpuHV,icr055684,35,3167,245,2.4,63.5,5.7,160.0,33.2
ZM-Z66AaO,icr055802,10,5998,249,10.0,118.0,8.1,98.6,27.3
ZM-Z66AaO,icr055803,35,2669,200,4.3,86.4,5.0,67.6,17.3
ZM-zCGvfw,icr056200,10,29115,2374,71.3,196.0,12.4,3360.0,354.0
ZM-zCGvfw,icr056201,35,15933,1369,44.0,175.0,7.9,1970.0,242.0
ZM-ZX7yAK,icr055822,10,13856,858,10.3,231.0,10.1,222.0,71.0
ZM-ZX7yAK,icr055823,35,5229,388,3.7,254.0,11.4,109.0,47.4
ZW-06cxLi,icr073703,10,13342,970,2.5,105.0,9.4,1810.0,849.0
ZW-06cxLi,icr073704,35,9881,683,1.6,57.7,9.7,1730.0,859.0
ZW-1wPL52,icr074175,10,9787,641,2.2,143.0,8.0,2030.0,873.0
ZW-1wPL52,icr074176,35,4979,330,0.6,95.7,5.6,2750.0,1000.0
ZW-2Vuooo,icr074193,10,8150,695,4.2,99.2,9.6,138.0,248.0
ZW-2Vuooo,icr074194,35,6910,608,3.1,76.2,9.0,120.0,284.0
ZW-3Job9s,icr075350,10,16407,1005,0.7,83.4,5.8,1050.0,287.0
ZW-3Job9s,icr075351,35,5489,371,0.1,25.6,3.6,852.0,256.0
ZW-3JPYvD,icr074102,10,14606,1073,10.5,205.0,15.8,2010.0,643.0
ZW-3JPYvD,icr074103,35,13601,1021,6.3,135.0,11.4,1950.0,606.0
ZW-3kEIeR,icr074018,10,6256,519,5.3,80.9,8.7,235.0,105.0
ZW-3kEIeR,icr074019,35,4903,517,3.1,99.2,8.3,126.0,115.0
ZW-4IsI5a,icr074030,10,8355,779,3.9,139.0,7.5,840.0,294.0
ZW-4IsI5a,icr074031,35,7083,704,10.0,97.7,12.8,3220.0,563.0
ZW-4kqTlN,icr075450,10,5472,393,8.8,116.0,5.3,343.0,69.2
ZW-4kqTlN,icr075451,35,3312,224,4.5,58.3,3.9,291.0,61.2
ZW-6u0RsH,icr073897,10,13575,804,2.9,88.4,8.1,1450.0,641.0
ZW-6u0RsH,icr073898,35,9214,544,1.1,57.7,7.1,1430.0,659.0
ZW-aNlVKE,icr073799,10,22195,1260,1.4,135.0,6.6,3080.0,1180.0
ZW-aNlVKE,icr073800,35,15305,816,0.7,107.0,6.0,3000.0,1130.0
ZW-b37YJz,icr074248,10,10389,794,1.8,83.7,5.7,857.0,418.0
ZW-b37YJz,icr074249,35,7914,611,3.7,255.0,8.8,4570.0,632.0
ZW-bLdrKp,icr073723,10,14474,1103,1.8,87.9,10.3,1720.0,646.0
ZW-bLdrKp,icr073724,35,9911,793,0.7,51.7,10.0,1740.0,675.0
ZW-ch9wDv,icr075587,10,3642,245,26.5,48.2,4.7,181.0,38.8
ZW-ch9wDv,icr075588,35,2268,164,10.5,31.8,4.5,147.0,29.0
ZW-Ctv1EE,icr074231,10,4035,333,1.9,78.5,9.2,486.0,1060.0
ZW-Ctv1EE,icr074232,35,7993,587,3.3,174.0,19.5,812.0,964.0
ZW-CVRDBj,icr075331,10,17567,1117,1.2,130.0,7.3,1940.0,442.0
ZW-CVRDBj,icr075332,35,7530,497,0.1,65.4,7.3,1910.0,470.0
ZW-DsXK56,icr075528,10,17512,1064,9.8,77.2,9.6,1210.0,325.0
ZW-DsXK56,icr075529,35,7907,533,9.2,41.7,7.8,864.0,302.0
ZW-fcQ0h0,icr073857,10,12295,860,1.6,100.0,10.3,2520.0,496.0
ZW-fcQ0h0,icr073858,35,11028,729,1.2,59.8,8.3,2170.0,410.0
ZW-G53zyi,icr074082,10,12684,797,2.3,146.0,7.1,3260.0,1330.0
ZW-G53zyi,icr074083,35,9542,523,1.7,88.2,6.1,3660.0,1470.0
ZW-gBQBJ6,icr073988,10,7506,697,47.1,214.0,5.7,845.0,134.0
ZW-gBQBJ6,icr073989,35,6071,573,28.1,235.0,5.2,658.0,154.0
ZW-Gbumrr,icr074002,10,12817,914,9.3,262.0,8.7,323.0,213.0
ZW-Gbumrr,icr074003,35,8828,793,4.7,319.0,8.3,253.0,278.0
ZW-hpgsQ4,icr073670,10,12822,954,2.9,118.0,10.3,2190.0,653.0
ZW-hpgsQ4,icr073671,35,10210,666,1.4,85.7,12.4,2180.0,660.0
ZW-IaHQfJ,icr073877,10,21576,1311,2.2,97.0,12.3,2290.0,1060.0
ZW-IaHQfJ,icr073878,35,17941,951,1.7,78.0,8.8,2100.0,1040.0
ZW-Icufgn,icr075508,10,28699,1528,0.4,57.1,4.6,4410.0,1540.0
ZW-Icufgn,icr075509,35,15491,702,0.3,79.9,5.4,3980.0,1490.0
ZW-IR7mWx,icr075626,10,6592,520,71.5,90.7,9.0,2950.0,225.0
ZW-IR7mWx,icr075627,35,4351,298,37.7,41.6,8.1,1960.0,201.0
ZW-izdCEV,icr073819,10,16448,974,2.4,102.0,8.5,1820.0,695.0
ZW-JUcho2,icr075469,10,12461,810,7.5,80.2,6.0,228.0,57.0
ZW-JUcho2,icr075470,35,5937,448,3.4,59.7,5.4,255.0,67.7
ZW-k5fiWO,icr074062,10,8242,653,2.9,137.0,7.7,89.0,242.0
ZW-k5fiWO,icr074063,35,5255,459,1.5,63.2,9.4,65.2,306.0
ZW-lpw4OC,icr073839,10,14874,884,1.1,85.0,6.8,2000.0,979.0
ZW-lpw4OC,icr073840,35,12568,791,1.2,82.7,8.4,2350.0,1050.0
ZW-M3F2gw,icr074045,10,9472,885,5.8,106.0,10.5,192.0,112.0
ZW-M3F2gw,icr074046,35,8148,799,4.2,86.0,9.9,181.0,122.0
ZW-mcP65X,icr074159,10,6763,582,1.6,208.0,7.3,874.0,521.0
ZW-mcP65X,icr074160,35,5099,444,2.4,183.0,7.9,1300.0,584.0
ZW-nrLfwf,icr073762,10,13157,900,2.5,77.2,6.9,1630.0,645.0
ZW-nrLfwf,icr073763,35,10718,763,1.7,56.3,6.6,1810.0,660.0
ZW-Ny4hzD,icr073743,10,30308,2499,9.3,129.0,17.0,2640.0,685.0
ZW-Ny4hzD,icr073744,35,12924,1030,1.9,50.5,8.3,3150.0,628.0
ZW-o6JbMZ,icr074122,10,11133,977,2.8,119.0,8.9,1060.0,378.0
ZW-o6JbMZ,icr074123,35,7558,826,3.3,84.2,10.8,487.0,410.0
ZW-O8rCSp,icr075430,10,30621,1679,9.7,58.2,6.5,2540.0,469.0
ZW-O8rCSp,icr075431,35,9402,590,2.3,30.8,4.1,2010.0,415.0
ZW-oyO9nq,icr075607,10,5834,396,55.0,78.4,6.5,324.0,60.8
ZW-oyO9nq,icr075608,35,5527,383,56.7,61.8,6.0,397.0,69.4
ZW-PP7xMj,icr073937,10,14942,807,1.7,62.6,7.7,1300.0,622.0
ZW-PP7xMj,icr073938,35,16219,981,2.2,79.5,6.9,1330.0,620.0
ZW-QG4ijh,icr075390,10,4294,254,8.7,32.7,3.0,113.0,22.8
ZW-QG4ijh,icr075391,35,2175,126,5.7,25.1,3.3,45.8,11.0
ZW-Qr9vvH,icr074211,10,10871,700,4.8,121.0,7.0,809.0,295.0
ZW-Qr9vvH,icr074212,35,7734,563,3.9,78.5,6.1,545.0,376.0
ZW-RPTG50,icr075370,10,4776,250,6.2,41.0,4.2,93.5,22.8
ZW-RPTG50,icr075371,35,3388,196,3.8,32.2,2.9,48.3,14.4
ZW-sLWGwx,icr073686,10,18166,1168,2.1,193.0,9.1,2380.0,934.0
ZW-sLWGwx,icr073687,35,12112,832,1.0,115.0,8.7,2340.0,915.0
ZW-SPIUUp,icr074140,10,9744,823,5.8,138.0,9.2,1220.0,346.0
ZW-SPIUUp,icr074141,35,5729,488,3.3,64.0,7.1,327.0,367.0
ZW-t08eXS,icr075410,10,24281,1490,1.1,98.5,8.9,2050.0,741.0
ZW-t08eXS,icr075411,35,10681,626,0.1,43.6,4.5,2070.0,839.0
ZW-VAIZv5,icr075548,10,9830,573,6.0,68.0,5.0,350.0,67.4
ZW-VAIZv5,icr075549,35,6592,354,4.6,54.6,6.0,359.0,67.0
ZW-wnb1El,icr075567,10,5743,323,28.6,108.0,8.3,253.0,59.1
ZW-wnb1El,icr075568,35,2344,159,16.1,41.3,6.1,217.0,46.0
ZW-wWHbdh,icr073649,10,8767,524,3.2,93.5,7.8,451.0,177.0
ZW-wWHbdh,icr073650,35,5865,481,1.7,89.7,10.9,986.0,325.0
ZW-Z6fpgO,icr073917,10,14860,948,2.0,74.2,7.4,1420.0,643.0
ZW-Z6fpgO,icr073918,35,12617,645,1.3,63.7,7.8,1500.0,626.0
ZW-zEY3tg,icr075490,10,3720,208,16.3,90.0,4.8,275.0,98.2
ZW-zEY3tg,icr075491,35,2376,121,14.8,90.4,9.1,202.0,104.0
