SSN,Site,Lat,Lon,Depth,wA,wCN,wK,wV1,wV2,A1,A2,A3,DA
icr030335,Merar,9.574855,42.666794,10,5.81648564,12.0313009,2.10452456,0.193194156,-1.743422083,0.458204482,0.441612285,0.100183233,1
icr030336,Merar,9.574855,42.666794,35,7.23081418,11.91256275,2.24092868,0.448146251,-1.670703167,0.474983797,0.392902317,0.132113886,1
icr030352,Merar,9.594755,42.668991,10,4.629482845,26.81628021,1.37446124,-0.361453781,-2.970947345,0.224314386,0.69123892,0.084446694,2
icr030353,Merar,9.594755,42.668991,35,4.76785093,30.08318655,1.28557412,-0.35425367,-3.152761025,0.190848188,0.714564897,0.094586914,2
icr030367,Merar,9.615043,42.665039,10,3.21574005,18.49713599,1.62434,-0.711068302,-2.432514329,0.319101463,0.672302318,0.00859622,2
icr030368,Merar,9.615043,42.665039,35,2.602162715,24.18038006,1.31428652,-1.030766457,-2.912247615,0.221707199,0.778295333,0,2
icr030376,Merar,9.63305,42.660461,10,1.6771202,47.71004965,0.39828008,-1.27359063,-4.785741863,0,0.979139193,0.020892269,2
icr030377,Merar,9.63305,42.660461,35,1.52686716,53.84804616,0.36033388,-1.412670554,-5.006890353,0,0.996986377,0.003056023,2
icr030387,Merar,9.568018,42.692375,10,6.90268361,11.7219199,2.29439036,0.38126185,-1.630993415,0.481433367,0.397783233,0.1207834,1
icr030388,Merar,9.568018,42.692375,35,7.569771585,12.97384036,2.349901,0.420678358,-1.70856185,0.467633883,0.402183788,0.130182329,1
icr030400,Merar,9.590382,42.688229,10,7.540900025,12.46412032,2.21763524,0.480925013,-1.726412721,0.465131866,0.395380075,0.139488059,1
icr030401,Merar,9.590382,42.688229,35,7.206156205,12.64137076,2.02674496,0.470977007,-1.830543791,0.445779363,0.410888957,0.14333168,1
icr030416,Merar,9.618598,42.69437,10,5.533381855,22.10828099,1.57691736,-0.086550531,-2.640480341,0.288934042,0.604854593,0.106211365,2
icr030430,Merar,9.635978,42.691422,10,6.46885441,20.64447255,1.78814896,0.083579645,-2.446266626,0.327023499,0.552777876,0.120198625,2
icr030431,Merar,9.635978,42.691422,35,6.64325526,20.25691527,1.76578564,0.140074829,-2.439900517,0.328942309,0.543293729,0.127763962,2
icr030438,Merar,9.564708,42.714642,10,7.54038986,9.841233026,2.40262128,0.584937614,-1.410020669,0.524903859,0.336987936,0.138108205,1
icr030439,Merar,9.564708,42.714642,35,5.732497365,9.861322866,1.86413572,0.387256469,-1.6658228,0.475083124,0.401546777,0.123370099,1
icr030458,Merar,9.592545,42.708057,10,6.594298315,9.234399262,2.2465094,0.493398382,-1.413557928,0.523045914,0.351444558,0.125509528,1
icr030459,Merar,9.592545,42.708057,35,6.81591777,9.69284612,2.43423188,0.451668062,-1.381756843,0.528366746,0.353546007,0.118087246,1
icr030478,Merar,9.616448,42.708038,10,5.146790155,14.16240995,2.12783148,-0.085965431,-1.895487892,0.426459866,0.50467946,0.068860674,2
icr030479,Merar,9.616448,42.708038,35,5.357998465,19.29663266,2.3308268,-0.299315128,-2.113707553,0.38337022,0.566582461,0.050047319,2
icr030494,Merar,9.636297,42.71965,10,7.2379187,11.44802255,2.38718668,0.433823215,-1.567701461,0.493808332,0.381252241,0.124939426,1
icr030495,Merar,9.636297,42.71965,35,6.696860375,12.57140526,2.1223586,0.346216535,-1.778896794,0.45367056,0.423005974,0.123323466,1
icr030511,Merar,9.566375,42.731781,10,5.841786045,12.7526389,2.05459464,0.176170909,-1.82565965,0.442800163,0.45526054,0.101939296,2
icr030512,Merar,9.566375,42.731781,35,5.54432206,13.26592565,1.74226304,0.190110047,-2.030013901,0.405261913,0.480585426,0.114152661,2
icr030531,Merar,9.588365,42.724842,10,6.00925243,10.06425474,2.0697192,0.366798499,-1.581577066,0.490364736,0.393353496,0.116281768,1
icr030532,Merar,9.588365,42.724842,35,3.99761515,21.92634586,2.52542408,-0.828467987,-2.16127992,0.359301099,0.64070345,0,2
icr030551,Merar,9.615457,42.737804,10,7.17257979,11.11294664,2.26426256,0.476780579,-1.590861667,0.490098672,0.377802521,0.132098807,1
icr030552,Merar,9.615457,42.737804,35,6.841596075,12.35509916,2.18404308,0.367196966,-1.732891082,0.462438934,0.413620867,0.123940198,1
icr030571,Merar,9.636652,42.738422,10,7.0803344,12.56802655,2.10823156,0.425091194,-1.78530654,0.453525674,0.411820026,0.1346543,1
icr030572,Merar,9.636652,42.738422,35,6.80012155,12.64898752,1.97491436,0.410519177,-1.857052138,0.440090335,0.423684348,0.136225317,1
icr033351,Mbalambala,-0.150345,38.990334,10,7.206080625,5.376938428,2.25337072,0.970202708,-0.869691954,0.629714658,0.205553491,0.164731851,1
icr033352,Mbalambala,-0.150345,38.990334,35,8.633484505,6.052346734,2.54790872,1.05038492,-0.865173174,0.63160428,0.192699642,0.175696078,1
icr033371,Mbalambala,-0.126043,38.990215,10,8.30318101,4.981501562,3.06457016,1.005092473,-0.485824046,0.701032098,0.148653931,0.15031397,1
icr033372,Mbalambala,-0.126043,38.990215,35,8.65776458,5.36207507,2.95376456,1.036321064,-0.596270561,0.681055868,0.158722077,0.160222055,1
icr033389,Mbalambala,-0.129948,38.991169,10,7.685446775,6.725671164,2.93171128,0.731425996,-0.830345415,0.633834429,0.236737486,0.129428085,1
icr033390,Mbalambala,-0.129948,38.991169,35,8.455795925,6.768052776,3.16637112,0.803269756,-0.759627245,0.647834028,0.21626369,0.135902282,1
icr033392,Mbalambala,-0.102418,38.988918,10,6.699807995,5.987164014,2.93734592,0.624688977,-0.712111421,0.654254173,0.23715605,0.108589776,1
icr033393,Mbalambala,-0.102418,38.988918,35,8.66728766,9.863591344,3.51240272,0.515974083,-1.032549997,0.593673332,0.296810032,0.109516636,1
icr033407,Mbalambala,-0.15258,39.018524,10,8.611717465,5.86568345,2.565581,1.063295716,-0.826934042,0.638832795,0.185590465,0.175576741,1
icr033408,Mbalambala,-0.15258,39.018524,35,9.356331625,7.255505456,2.76201156,0.982924528,-0.965801314,0.612141303,0.216522182,0.171336516,1
icr033427,Mbalambala,-0.127145,39.014431,10,10.16879773,6.174439814,3.2255618,1.098081783,-0.649311023,0.672078136,0.156414646,0.171507219,1
icr033428,Mbalambala,-0.127145,39.014431,35,9.76724119,7.035956204,3.01656788,1.001943185,-0.846913881,0.634337086,0.197645439,0.168017475,1
icr033445,Mbalambala,-0.129155,39.010712,10,9.19819937,7.366114876,3.50124128,0.792005012,-0.743772856,0.650612302,0.215854278,0.133533419,1
icr033446,Mbalambala,-0.129155,39.010712,35,8.787289805,7.840092818,3.18989372,0.751582934,-0.899263074,0.621378263,0.2429175,0.135704237,1
icr033447,Mbalambala,-0.104105,39.015121,10,9.05867869,4.564594774,4.31781924,0.950910885,-0.055579273,0.779737726,0.099128361,0.121133913,1
icr033448,Mbalambala,-0.104105,39.015121,35,12.11936637,6.208482598,5.23277424,1.005834198,-0.170974933,0.759159845,0.106242342,0.134597813,1
icr033466,Mbalambala,-0.148253,39.040543,10,10.05032608,8.028897112,3.50409904,0.852153033,-0.829113735,0.635651009,0.218132554,0.146216437,1
icr033467,Mbalambala,-0.148253,39.040543,35,11.75841519,11.16135348,4.2623086,0.711246782,-0.962646291,0.609147381,0.257593513,0.133259106,1
icr033486,Mbalambala,-0.13617,39.034988,10,7.58467974,4.991889056,2.50939636,1.016269428,-0.687772176,0.663901633,0.174077454,0.162020912,1
icr033487,Mbalambala,-0.13617,39.034988,35,9.469966155,7.465799922,3.24080768,0.873397002,-0.834509999,0.634934564,0.215612777,0.149452659,1
icr033506,Mbalambala,-0.106482,39.037678,10,9.12209031,4.985465352,3.57256396,1.027725116,-0.333243215,0.729494918,0.124698672,0.14580641,1
icr033507,Mbalambala,-0.106482,39.037678,35,9.50460069,5.191002346,3.63931692,1.04321941,-0.355130804,0.725658652,0.125272604,0.149068744,1
icr033525,Mbalambala,-0.154933,39.060013,10,5.4394926,4.744418132,1.87935464,0.799649554,-0.926040356,0.617068184,0.239173343,0.143758473,1
icr033526,Mbalambala,-0.154933,39.060013,35,6.22926581,5.166867764,1.9779878,0.889446823,-0.960186591,0.611947204,0.23004536,0.158007436,1
icr033545,Mbalambala,-0.137943,39.057957,10,7.95725135,5.63459131,3.62486636,0.754283484,-0.441107196,0.705984785,0.180954225,0.11306099,1
icr033546,Mbalambala,-0.137943,39.057957,35,8.632388595,6.77028835,3.89752632,0.692104491,-0.552201603,0.684659362,0.205376188,0.10996445,1
icr033566,Mbalambala,-0.109038,39.056541,10,8.79909918,4.087971038,3.84399724,1.063158106,-0.061535995,0.780115773,0.082784332,0.137099894,1
icr033567,Mbalambala,-0.109038,39.056541,35,7.328746965,3.88391451,3.4547892,0.924669419,-0.117082097,0.768039486,0.111398975,0.120561539,1
icr033580,Mbalambala,-0.104208,39.059078,10,7.33715524,9.457589646,4.21724496,0.199935185,-0.807635495,0.631030023,0.314864738,0.054105239,1
icr033581,Mbalambala,-0.104208,39.059078,35,7.44334514,9.126266502,4.38447784,0.216942335,-0.733086145,0.645014962,0.302251813,0.052733225,1
icr033582,Mbalambala,-0.091448,39.064034,10,10.21947412,5.466766088,3.07676956,1.217348546,-0.57480703,0.687400826,0.128189006,0.184410168,1
icr033583,Mbalambala,-0.091448,39.064034,35,10.55756236,5.464877584,3.0352916,1.270023738,-0.588034222,0.685652624,0.121920568,0.192426808,1
icr033602,Mega,4.143862,38.25843,10,6.580958445,4.303670584,2.8461672,0.841946174,-0.413495036,0.712235685,0.163855359,0.123908956,1
icr033603,Mega,4.143862,38.25843,35,6.07515819,3.989412788,2.70067756,0.820846212,-0.390141359,0.716268783,0.163940658,0.119790559,1
icr033621,Mega,4.178087,38.26189,10,5.21229912,6.62125578,2.20299596,0.414625877,-1.100466813,0.579802445,0.321413895,0.09878366,1
icr033622,Mega,4.178087,38.26189,35,4.824365875,7.600084626,2.13601384,0.24017188,-1.269217982,0.5463562,0.370730262,0.082913538,1
icr033637,Mega,4.194902,38.258347,10,6.65531027,5.122495546,3.06603948,0.691201171,-0.513255075,0.691836609,0.200281899,0.107881492,1
icr033638,Mega,4.194902,38.258347,35,5.41167916,5.588726344,2.355293,0.533134866,-0.86408628,0.624995943,0.271556745,0.103447312,1
icr033656,Mega,4.21533,38.261177,10,6.28428805,3.33423508,2.35393152,1.077183271,-0.348156374,0.727393155,0.119148095,0.15345875,1
icr033657,Mega,4.21533,38.261177,35,6.66411534,4.546805314,2.23405388,0.983487833,-0.710607039,0.659255017,0.182152153,0.15859283,1
icr033676,Mega,4.149408,38.291641,10,7.258268615,4.3275008,4.6623276,0.639851756,0.074524615,0.799658883,0.129159775,0.071181343,1
icr033677,Mega,4.149408,38.291641,35,6.566673825,5.733010152,3.776759,0.459271943,-0.41737449,0.706482136,0.222824983,0.070692881,1
icr033696,Mega,4.176502,38.288509,10,5.259253195,3.992644714,1.59403696,0.979502975,-0.91818408,0.620885925,0.210647657,0.168466418,1
icr033697,Mega,4.176502,38.288509,35,6.65546143,4.812220662,1.73592744,1.112116733,-1.019616836,0.603908156,0.204019605,0.192072239,1
icr033714,Mega,4.192852,38.282288,10,6.816805835,4.39258454,2.70385884,0.909456186,-0.485237835,0.699881372,0.163182358,0.13693627,1
icr033715,Mega,4.192852,38.282288,35,6.950582435,4.862159774,2.97829816,0.803210755,-0.490130687,0.697579609,0.180067275,0.122353117,1
icr033732,Mega,4.21692,38.281349,10,5.43185902,7.264728282,1.78884992,0.546639378,-1.401457985,0.525980295,0.341687135,0.132332569,1
icr033733,Mega,4.21692,38.281349,35,6.00150548,5.05760487,1.67343416,0.965499852,-1.106015127,0.586029867,0.23802055,0.175949584,1
icr033752,Mega,4.148507,38.311962,10,7.709178895,3.384065038,3.3156756,1.111389535,-0.020416257,0.788340972,0.0698934,0.141765628,1
icr033753,Mega,4.148507,38.311962,35,7.488031815,4.225487016,3.10138404,0.969085984,-0.309286048,0.733145258,0.130436508,0.136418234,1
icr033771,Mega,4.177987,38.307098,10,8.2673183,3.079107758,3.30831552,1.269027571,0.071799287,0.807438148,0.033427603,0.159134249,1
icr033772,Mega,4.177987,38.307098,35,7.407350165,3.438203434,3.14282156,1.083250324,-0.089828095,0.775157826,0.083516404,0.14132577,1
icr033791,Mega,4.192768,38.306042,10,6.650492045,4.391840872,2.58503264,0.90659672,-0.530010338,0.691579176,0.169634051,0.138786773,1
icr033792,Mega,4.192768,38.306042,35,5.62016659,8.530663154,2.05695364,0.391886291,-1.422441029,0.5200699,0.368142588,0.111787512,1
icr033811,Mega,4.209178,38.312885,10,7.36810525,3.622502464,2.68605176,1.146055816,-0.299092707,0.737356438,0.10203728,0.160606282,1
icr033812,Mega,4.209178,38.312885,35,6.41946288,4.16217529,2.1941396,1.004560713,-0.640247856,0.672520014,0.169481167,0.157998819,1
icr033831,Mega,4.142667,38.333164,10,5.43125438,7.083754668,1.62687424,0.626583744,-1.471143558,0.514169409,0.338838574,0.146992018,1
icr033832,Mega,4.142667,38.333164,35,5.886907305,8.57582822,1.64531488,0.599054808,-1.651015791,0.480604417,0.367208132,0.152187452,1
icr033851,Mega,4.160913,38.332561,10,7.364723045,3.216079572,3.25215784,1.097280713,0.011155633,0.7939831,0.067806821,0.138210078,1
icr033852,Mega,4.160913,38.332561,35,7.36345708,4.29796013,3.318439,0.890282704,-0.25864603,0.741455547,0.135669453,0.122875,1
icr033871,Mega,4.193222,38.332199,10,5.116331415,9.816760524,2.03247396,0.18102026,-1.574837432,0.489163261,0.420823237,0.090013502,1
icr033872,Mega,4.193222,38.332199,35,5.48680568,7.510972192,2.39749888,0.34260101,-1.14193885,0.571199004,0.337986291,0.090814705,1
icr033890,Mega,4.207513,38.327602,10,6.457460725,4.05104498,2.37357188,0.978067678,-0.534578925,0.691676689,0.15933157,0.148991741,1
icr033891,Mega,4.207513,38.327602,35,6.0875911,7.420663874,1.9989492,0.610409827,-1.311646882,0.543397983,0.319881397,0.13672062,1
icr033910,Ibi,8.10135,9.867402,10,1.80904509,3.140679352,1.12109116,-0.048762219,-1.03013667,0.586684743,0.382741833,0.030573424,1
icr033911,Ibi,8.10135,9.867402,35,2.097439475,3.248342136,1.07511088,0.153910701,-1.105720954,0.575400585,0.361940565,0.06265885,1
icr033930,Ibi,8.13086,9.857668,10,3.11450064,3.074379648,3.63517856,-0.094415807,0.167555092,0.793186495,0.206821146,0,1
icr033931,Ibi,8.13086,9.857668,35,3.244554925,3.153478648,3.0630604,0.057357096,-0.029091629,0.770955556,0.229045487,0,1
icr033950,Ibi,8.148807,9.866153,10,3.219235625,2.750550738,0.93398876,0.929851741,-1.080092035,0.590345745,0.239982699,0.169671556,1
icr033951,Ibi,8.148807,9.866153,35,4.56707266,2.739117608,1.1536858,1.258098133,-0.864673967,0.63443072,0.160907123,0.204662156,1
icr033970,Ibi,8.172992,9.854512,10,3.1796506,3.189119442,1.89948028,0.34147832,-0.51816453,0.686326698,0.25435701,0.059316292,1
icr033971,Ibi,8.172992,9.854512,35,3.291641265,3.247807144,1.84914596,0.393379118,-0.563256154,0.678686448,0.252487667,0.068825885,1
icr033990,Ibi,8.106908,9.881415,10,2.519364825,3.387188076,1.52306476,0.138192625,-0.799275507,0.631760427,0.32317198,0.045067593,1
icr033991,Ibi,8.106908,9.881415,35,2.59401897,3.45941647,1.15694796,0.34635427,-1.095314456,0.579854806,0.331149291,0.088995903,1
icr034010,Ibi,8.126678,9.880528,10,1.40495662,3.203016888,0.58632608,0.033199269,-1.697972337,0.464487911,0.459943462,0.075568627,1
icr034011,Ibi,8.126678,9.880528,35,1.607340965,3.401392126,0.65282292,0.100951365,-1.650634162,0.474117936,0.443235591,0.082646472,1
icr034030,Ibi,8.146075,9.884018,10,2.594831455,3.46231496,1.05044248,0.410596144,-1.192725944,0.56271929,0.334423907,0.102856804,1
icr034031,Ibi,8.146075,9.884018,35,1.547443815,3.339453396,0.4780682,0.27026905,-1.943809019,0.422229664,0.456761029,0.121009307,2
icr034050,Ibi,8.173905,9.888138,10,2.02902068,3.443206966,0.36869148,0.784332196,-2.234198377,0.375393721,0.417256929,0.20734935,2
icr034051,Ibi,8.173905,9.888138,35,2.882413355,3.170864802,0.43272148,1.200608307,-1.99166535,0.425642649,0.321093225,0.253264126,1
icr034070,Ibi,8.106388,9.903975,10,1.832002515,3.749611924,0.86746496,0.02089806,-1.463832508,0.507545841,0.43036687,0.062087289,1
icr034071,Ibi,8.106388,9.903975,35,2.208919975,3.715552034,0.93985256,0.223008265,-1.37455953,0.52668527,0.387503854,0.085810876,1
icr034090,Ibi,8.128393,9.910415,10,1.74177889,3.731485546,0.68499968,0.114229578,-1.695143332,0.466076782,0.447187089,0.086736128,1
icr034091,Ibi,8.128393,9.910415,35,1.9269121,3.450223052,0.70458612,0.282362252,-1.588583594,0.487959901,0.407191309,0.10484879,1
icr034110,Ibi,8.15104,9.90334,10,1.37721876,3.932054474,0.41537272,0.099699422,-2.247741098,0.363881514,0.523644945,0.11247354,2
icr034111,Ibi,8.15104,9.90334,35,2.240587995,3.574101018,0.4515126,0.756609985,-2.068865681,0.405547547,0.399279564,0.195172889,1
icr034130,Ibi,8.167848,9.90665,10,1.487584455,3.664599894,0.27332048,0.528465573,-2.595829413,0.305272092,0.504920383,0.189807524,2
icr034131,Ibi,8.167848,9.90665,35,1.844624375,3.80275869,0.29553552,0.738527203,-2.554693021,0.315630663,0.467309786,0.217059552,2
icr034150,Ibi,8.101377,9.921948,10,1.667238115,3.468952304,0.9946218,-0.144082024,-1.249245333,0.544984716,0.426736758,0.028278526,1
icr034151,Ibi,8.101377,9.921948,35,1.675551915,3.255473958,1.0274456,-0.116752247,-1.153262152,0.56306201,0.409667666,0.027270324,1
icr034170,Ibi,8.132995,9.929275,10,1.448207275,3.486148254,0.33943988,0.381542544,-2.329255906,0.352544821,0.491548207,0.155906972,2
icr034171,Ibi,8.132995,9.929275,35,1.70251508,3.088491702,0.32120144,0.714811465,-2.263369663,0.369093839,0.43179431,0.199111851,2
icr034190,Ibi,8.158693,9.93064,10,2.65006154,3.137132574,0.2438532,1.478030273,-2.554498064,0.325401307,0.354334256,0.320264437,2
icr034191,Ibi,8.158693,9.93064,35,1.70209939,3.299739872,0.23828596,0.869443349,-2.628127453,0.303798756,0.457179596,0.239021648,2
icr034210,Ibi,8.173488,9.927748,10,2.267759005,3.612548666,0.237585,1.193600362,-2.72164335,0.290803793,0.420232252,0.288963955,2
icr034211,Ibi,8.173488,9.927748,35,3.932143975,3.008725322,0.32384352,1.842898647,-2.229011351,0.390285932,0.25487802,0.354836048,1
icr034262,Katsina ala,6.978643,9.305082,10,3.8005403,2.67032542,1.36386596,0.918508568,-0.67187706,0.665548809,0.186873712,0.147577479,1
icr034263,Katsina ala,6.978643,9.305082,35,4.573175745,2.537983872,1.4015156,1.180994342,-0.593815792,0.683413441,0.136295357,0.180291202,1
icr034282,Katsina ala,7.004857,9.30729,10,2.27246386,2.59442354,1.30165576,0.283151882,-0.689727234,0.65389015,0.286314139,0.059795711,1
icr034283,Katsina ala,7.004857,9.30729,35,2.62016965,2.287778296,1.12070024,0.65662884,-0.713627466,0.654394776,0.23248133,0.113123894,1
icr034302,Katsina ala,7.020702,9.30712,10,4.263297745,2.834845002,2.4876666,0.631169022,-0.1306421,0.761672871,0.158049003,0.080278127,1
icr034303,Katsina ala,7.020702,9.30712,35,3.51299619,2.906717636,2.59529092,0.32814365,-0.113325866,0.760880313,0.202005787,0.0371139,1
icr034322,Katsina ala,7.046088,9.304748,10,3.26724782,3.004237042,3.1165086,0.087439329,0.036689697,0.783841288,0.216159565,0,1
icr034323,Katsina ala,7.046088,9.304748,35,4.54405855,3.039496378,2.98497076,0.548239563,-0.018101885,0.781354998,0.155596205,0.063048797,1
icr034342,Katsina ala,6.975993,9.33337,10,3.0409613,3.149503624,1.31155008,0.537261866,-0.876035156,0.622844627,0.272531668,0.104623704,1
icr034343,Katsina ala,6.975993,9.33337,35,3.53510334,3.232254114,1.06696896,0.858322281,-1.108357881,0.584186556,0.254705246,0.161108198,1
icr034362,Katsina ala,7.004043,9.332265,10,3.85178354,2.864344446,2.59426644,0.460952862,-0.099035715,0.765266403,0.179801126,0.05493247,1
icr034363,Katsina ala,7.004043,9.332265,35,4.5408464,2.66780098,2.30579444,0.806364697,-0.145829254,0.761175712,0.133330488,0.1054938,1
icr034382,Katsina ala,7.028182,9.335977,10,3.964492215,3.16653675,4.44831912,0.073060519,0.339887816,0.832920136,0.167084379,0,1
icr034383,Katsina ala,7.028182,9.335977,35,4.182616095,3.10993737,4.64407568,0.127785916,0.400989772,0.846694311,0.153309234,0,1
icr034402,Katsina ala,7.04311,9.33436,10,3.17904596,3.518575162,1.8783706,0.283134304,-0.627651425,0.665348489,0.27797727,0.056674241,1
icr034403,Katsina ala,7.04311,9.33436,35,3.017928295,3.371343136,2.1669774,0.146997791,-0.441977928,0.69782988,0.273826081,0.028344039,1
icr034422,Katsina ala,6.977577,9.348373,10,2.43942008,3.184795376,1.65240536,0.081933744,-0.656156021,0.657438267,0.312537441,0.030024292,1
