"GID","x","y","SSN","Site","Lat","Lon","Depth","C","N","P","K","S","Ca","Mg","Fv","V1","V2","V3","V4","V5","V6","V7","BP","CP","WP"
"E18107-S25313",1810604.72119838,-2531217.82268347,"icr049617","Ihassunge",-18.003518,36.817497,35,1367,104,3.4,20.8,4.1,950,325,997225.7,-16.6285898806003,-10.0500745633854,-7.54204028613787,-4.1068967180557,-0.187211542088146,1.07263680226485,2.57598293758258,0,1,0
"E18107-S25339",1810645.37130225,-2533889.4201676,"icr049596","Ihassunge",-18.027872,36.819483,10,4534,326,7.3,21.5,6.7,480,105,994519.5,-16.1695166045777,-13.5962459966044,-4.28056083200361,-2.03443683628764,0.0857668217574243,1.51982575374441,2.63246244970077,1,1,0
"E18107-S25339",1810645.37130225,-2533889.4201676,"icr049597","Ihassunge",-18.027872,36.819483,35,1311,104,20.2,20.8,4.5,580,146,997813.5,-16.4947418881342,-9.62944082981342,-4.30587699075669,-2.74573101852558,1.50160520763089,1.37942148183213,2.53415458462233,1,1,0
"E18111-S25357",1811005.184329,-2535672.40031709,"icr049576","Ihassunge",-18.044112,36.823923,10,6849,542,64,76.9,8.9,270,65.5,992123.7,-15.2645463144071,-13.1852013549986,-1.60271369918341,0.737363693742025,1.97283180662158,1.41637181635717,2.53659193375826,0,1,0
"E18111-S25357",1811005.184329,-2535672.40031709,"icr049577","Ihassunge",-18.044112,36.823923,35,4190,341,23,34.4,12.9,106,32.7,995260,-16.2803460664701,-13.8025049924195,-0.325562953794114,1.05782864766781,0.578266904561524,1.17606401620886,2.50857353563267,0,1,0
"E18117-S25287",1811600.16745658,-2528680.68342947,"icr049636","Ihassunge",-17.980348,36.825287,35,3203,251,19.7,38,3.1,937,129,995419.2,-15.9067589888346,-11.7178127137736,-5.37052135956004,-2.20736978734231,1.84921652425284,1.98287087787675,2.54639021047737,0,1,0
"E18117-S25287",1811600.16745658,-2528680.68342947,"icr049635","Ihassunge",-17.980348,36.825287,10,4917,333,28.3,57.5,5.1,1040,199,993420.1,-15.2723994846273,-11.5625557663849,-5.14725424760535,-2.01578669637821,1.71362126491891,1.65367116741093,2.6923113774315,0,1,0
"E18128-S25361",1812711.88074515,-2536018.97092292,"icr049655","Ihassunge",-18.0472,36.840102,10,59099,3478,13.1,1970,2320,990,3750,928379.9,-11.0030631411492,-10.8252365962669,-4.151405456535,0.698237492061609,-5.17671023445325,-1.33180617583582,2.83275658786304,0,0,0
"E18128-S25361",1812711.88074515,-2536018.97092292,"icr049656","Ihassunge",-18.0472,36.840102,35,22572,1483,7.6,1750,2250,1070,2600,968267.4,-11.7759179230915,-8.9593161790588,-4.66391336965711,0.523995021687258,-5.69053724790618,-0.887852796553621,2.7226431369511,0,0,0
"E18133-S25288",1813235.79761838,-2528716.80825694,"icr049716","Ihassunge",-17.98061,36.84061,35,4538,275,22.3,60.3,4.5,595,257,994247.9,-15.4963866310094,-11.5760246998446,-5.36675698351345,-1.77675685128951,1.6005092816898,0.83948532065041,2.80347056767322,1,1,1
"E18133-S25288",1813235.79761838,-2528716.80825694,"icr049715","Ihassunge",-17.98061,36.84061,10,5878,440,71,120,5.7,931,306,992248.3,-14.6344679634443,-10.8867484269293,-4.85369539448587,-1.2818579608036,2.52221370220081,1.11267417532469,2.59219712006656,1,1,1
"E18135-S25314",1813440.65160953,-2531348.52592105,"icr049695","Ihassunge",-18.004592,36.844108,10,7141,537,125,66.7,6.8,152,48.7,991922.8,-15.4092992188019,-13.6128581964885,-0.261777203114939,1.39339635324385,2.91139112512024,1.13820149075773,2.58761000704025,1,1,1
"E18135-S25314",1813440.65160953,-2531348.52592105,"icr049696","Ihassunge",-18.004592,36.844108,35,5002,381,82.2,31.8,5.7,130,35,994332.3,-16.044106096011,-13.791743270732,0.0550463627720141,0.824357465441636,2.66868912722163,1.31218638896617,2.57479373631086,1,1,1
"E18136-S25337",1813565.85169423,-2533683.51581786,"icr049676","Ihassunge",-18.025873,36.846685,35,2489,216,3.1,45.1,3.7,692,276,996275.1,-16.2697330534257,-11.8170472406739,-7.85222196016655,-2.67419239829057,-0.176930708159079,0.91918508990052,2.44435789468343,1,1,0
"E18136-S25337",1813565.85169423,-2533683.51581786,"icr049675","Ihassunge",-18.025873,36.846685,10,3083,250,1.5,64.7,4.9,449,162,995984.9,-16.4415528868025,-12.9681714052661,-7.77896917884877,-1.4341470890598,-1.18377009700842,1.01942655250987,2.5121975100239,1,1,0
"E18153-S25305",1815276.38727696,-2530499.03204093,"icr049776","Ihassunge",-17.996772,36.860772,35,1432,157,14.3,72.1,4.2,415,217,997688.4,-16.1469317102903,-9.76069045309364,-5.85115542855954,-1.39039140253292,1.22517501197654,0.648381166690239,2.21058154217228,0,1,0
"E18153-S25305",1815276.38727696,-2530499.03204093,"icr049775","Ihassunge",-17.996772,36.860772,10,5305,443,16.8,84.1,6.7,470,152,993522.4,-15.4152505486196,-12.6420284646457,-4.78374675676051,-0.643220035608843,0.919271360012294,1.12885217385783,2.48283528100295,0,1,0
"E18156-S25285",1815508.6452277,-2528432.30819757,"icr049796","Ihassunge",-17.977923,36.861702,35,1833,136,15.6,15.9,4.9,290,71.6,997633,-16.8054549765546,-11.6138026997726,-2.96037572288717,-1.76424362380687,1.15803570913891,1.39878584901392,2.60105436210365,0,1,0
"E18156-S25285",1815508.6452277,-2528432.30819757,"icr049795","Ihassunge",-17.977923,36.861702,10,3981,315,19.6,33.4,7.3,269,57.8,995316.9,-16.1275485684465,-13.1593275131878,-2.44980996720017,-0.39610208162568,0.987655218082127,1.53772260392351,2.53671568417468,0,1,0
"E18156-S25338",1815546.17807932,-2533722.10055714,"icr049755","Ihassunge",-18.026142,36.865238,10,50757,3427,11.4,1770,3940,1210,3130,935754.6,-10.9827665863739,-10.4089729801478,-3.65562414158989,0.589296151853428,-5.84532264689153,-0.950412644943412,2.6953642965523,0,0,0
"E18156-S25338",1815546.17807932,-2533722.10055714,"icr049756","Ihassunge",-18.026142,36.865238,35,12078,681,16.9,1530,1270,809,2070,981545.1,-12.2543169679831,-7.29366585511486,-4.02031525859487,0.671644968796425,-4.31945855752361,-0.939504969200923,2.87557858871833,0,0,0
"E18156-S25362",1815572.68478051,-2536125.95083892,"icr049735","Ihassunge",-18.048055,36.866937,10,22859,1369,20.1,1440,1600,1100,2250,969361.9,-11.7147972514302,-8.66729196703411,-3.68867595001757,0.477642111829615,-4.37703909316284,-0.715620036412004,2.8152643665716,0,1,0
"E18156-S25362",1815572.68478051,-2536125.95083892,"icr049736","Ihassunge",-18.048055,36.866937,35,14620,1120,28.2,1240,1070,931,1960,979030.8,-12.0236093451875,-8.10420923138677,-3.4425760736025,0.488421338195649,-3.63609194951188,-0.744440474947496,2.56906176901463,0,1,0
"E18217-S12143",1821612.7376921,-1214204.27378136,"icr006474","Pandambili",-6.08875,36.435982,10,5497,407,8,455.3,15.6,281.8,130.1,993205.2,-15.1457267602173,-11.8710885343317,-5.56791588329259,1.84728474545356,-0.667829372575655,0.77289421394612,2.60314458241807,0,0,0
"E18217-S12143",1821612.7376921,-1214204.27378136,"icr006475","Pandambili",-6.08875,36.435982,35,4298,415,4.5,306.3,19,207.1,89.5,994660.6,-15.5690981465167,-12.4704851514645,-5.07788125241333,1.92273239932142,-1.44036158239017,0.838963143120729,2.33762655697176,0,0,0
"E18221-S12184",1822008.43383355,-1218343.74132867,"icr006455","Pandambili",-6.12601,36.440201,35,7888,605,11.6,1355,9.8,4679,552.9,984898.7,-13.6281927724889,-9.62595835094508,-10.2579884077536,-0.568262424914797,0.168622712435793,2.13566253752233,2.56786943825163,0,1,0
"E18221-S12184",1822008.43383355,-1218343.74132867,"icr006454","Pandambili",-6.12601,36.440201,10,9784,553,15.4,1068,9,3183,543,984844.6,-13.7074971140227,-10.0755095779942,-9.45814909578141,-0.442655143496934,0.537142932083364,1.76847010734816,2.87314567584467,0,1,0
"E18222-S12115",1822155.44401975,-1211438.93571403,"icr006492","Pandambili",-6.06394,36.4405,10,8932,807,5.1,394.8,10.6,1036,221.9,988592.6,-14.6309301947659,-12.9426136713981,-7.84506152235778,0.121602551912574,-0.731613461387742,1.54089559288088,2.4040719446901,0,0,1
"E18222-S12115",1822155.44401975,-1211438.93571403,"icr006493","Pandambili",-6.06394,36.4405,35,5647,432,2.9,339.6,13,804.5,239,992522,-15.0811532094102,-11.8854757891806,-8.09736502550759,-0.0714882110871669,-1.50023862046911,1.21375741450093,2.57045412142873,0,0,1
"E18226-S12096",1822556.16736827,-1209542.61907139,"icr006511","Pandambili",-6.04693,36.443859,35,4288,416,6.1,430.6,27.6,448.3,198.6,994184.8,-14.9213620480859,-10.8532135108325,-5.98683308399179,1.01742154196636,-1.50952700154384,0.814169899550321,2.33289044248937,0,0,0
"E18226-S12096",1822556.16736827,-1209542.61907139,"icr006510","Pandambili",-6.04693,36.443859,10,9343,861,9.8,450.2,13.5,812.6,272.4,988237.5,-14.3557491466401,-12.475613903211,-6.9063266560431,0.427985129781255,-0.320307299767858,1.09296740927827,2.38428817436523,0,0,0
"E18240-S12174",1823950.20966847,-1217374.6921458,"icr006531","Pandambili",-6.11749,36.4577,35,4825,474,2,589.8,14.1,670.2,274,993150.9,-15.0444705437782,-11.662171449469,-8.87476317678928,0.545481838029007,-1.95302761682418,0.89444806891514,2.32035869207801,0,0,0
"E18240-S12174",1823950.20966847,-1217374.6921458,"icr006530","Pandambili",-6.11749,36.4577,10,7736,726,4.2,630.5,10.1,707.3,220.1,989965.8,-14.7367799208357,-12.7026272017671,-8.21739438320113,0.92801197847228,-0.877450898557891,1.16737291550953,2.36609002230833,0,0,0
"E18241-S12106",1824066.02754634,-1210506.73503884,"icr006587","Pandambili",-6.05575,36.457722,35,7518,1096,6.3,1024,13.5,2191,880.4,987270.8,-13.7118047068856,-10.9176689602704,-10.0139248818962,-0.594220589539182,-0.762140052046897,0.911736989943161,1.92563295661616,0,0,0
"E18241-S12106",1824066.02754634,-1210506.73503884,"icr006586","Pandambili",-6.05575,36.457722,10,9124,827,12.5,1186,13.6,1665,636.7,986535.2,-13.6722981785263,-10.6458648611268,-8.85061693569685,0.170267786368228,-0.0843411484337508,0.961281815391565,2.40085888838059,0,0,0
"E18247-S12142",1824616.28301611,-1214109.71869672,"icr006551","Pandambili",-6.0882,36.463261,35,5744,547,3.8,731,6.2,1595,337.2,991035.8,-14.6839781478676,-11.4046414448261,-10.1656514784611,-0.136374917744916,-0.489548225318707,1.55395278909124,2.35146230830608,0,0,0
"E18247-S12142",1824616.28301611,-1214109.71869672,"icr006550","Pandambili",-6.0882,36.463261,10,8627,772,7.2,825.3,9.3,1444,365.7,987949.5,-14.2038108394885,-11.7192529486706,-8.98715573270644,0.240242754309615,-0.2559333741372,1.37335899429744,2.4136675490518,0,0,0
"E18248-S12121",1824795.77913952,-1212080.16679016,"icr006570","Pandambili",-6.06997,36.464588,10,5271,403,6,607.3,20.1,896.2,252.7,992543.7,-14.6388508757154,-10.5028457836887,-7.45830935241344,0.567257169100536,-1.20896034583697,1.26596058795789,2.57103881490852,0,0,0
"E18248-S12121",1824795.77913952,-1212080.16679016,"icr006571","Pandambili",-6.06997,36.464588,35,5447,440,3.8,420.5,12.6,834.7,232.5,992608.9,-14.9702360227103,-11.5724120315825,-8.02573520551619,0.188455872620043,-1.19869574722509,1.27818215382928,2.51604555047137,0,0,0
"E18268-S12178",1826793.3515243,-1217790.25907178,"icr006606","Pandambili",-6.12151,36.4836,10,5902,732,10.4,426.6,16.6,287.5,169.3,992455.6,-14.8441963396993,-12.436394768071,-5.31169406872715,1.64879104183753,-0.467596889215171,0.529550571098316,2.08726604154157,0,0,0
"E18268-S12178",1826793.3515243,-1217790.25907178,"icr006607","Pandambili",-6.12151,36.4836,35,3808,615,4.2,329.4,37.5,238.5,121.5,994845.9,-15.2187345988965,-12.1384273055785,-4.81115510226052,1.72396507496087,-2.18925640768704,0.674455047547793,1.82323712810474,0,0,0
"E18272-S12150",1827137.27710883,-1214973.65865654,"icr006626","Pandambili",-6.09622,36.4863,10,4549,536,10.5,376.9,11.5,310.7,146,994059.4,-15.1279830493195,-11.9953423909621,-5.61513132810294,1.45510617991056,-0.0909717782057271,0.755221194690664,2.1385285464992,0,0,0
"E18272-S12150",1827137.27710883,-1214973.65865654,"icr006627","Pandambili",-6.09622,36.4863,35,4578,640,7.9,474.2,12.4,501.3,205.8,993580.4,-14.8706770539452,-11.7213829337202,-6.74744775247053,0.991251362708113,-0.450833713138016,0.890299900869509,1.96754932415879,0,0,0
"E18278-S12108",1827718.46330778,-1210777.35567252,"icr006666","Pandambili",-6.05855,36.490952,10,6207,570,5.3,369.3,30.6,204.2,148.5,992465.1,-15.0641398869476,-12.5866998630644,-4.86671017259196,1.86780164160867,-1.75329318840026,0.31851494748781,2.38779660558506,0,0,0
"E18278-S12108",1827718.46330778,-1210777.35567252,"icr006667","Pandambili",-6.05855,36.490952,35,3819,340,2,297.5,91.7,226.6,143.1,995080.1,-15.325886570773,-11.2257813749513,-4.72283947029298,1.45631941985603,-3.82537519870247,0.4596426620315,2.41879826961531,0,0,0
"E18278-S12121",1827791.19934908,-1212027.83373738,"icr006646","Pandambili",-6.0698,36.4918,10,7199,701,10.6,424.7,20.6,370.4,134.2,991139.5,-14.7401564642766,-12.4923594664692,-5.04262034954605,1.67400064817884,-0.664437074677513,1.01525227823444,2.32918951943471,0,0,1
"E18278-S12121",1827791.19934908,-1212027.83373738,"icr006647","Pandambili",-6.0698,36.4918,35,4673,503,4.7,333.6,31.5,302,152.4,993999.8,-15.1129677231401,-11.8847435957248,-5.29631985370301,1.32601543271858,-1.90242503711557,0.683918374122323,2.22896637260069,0,0,1
"E18294-S12179",1829301.49592549,-1217832.48002635,"icr006685","Pandambili",-6.12214,36.5064,35,6230,630,3.6,419.1,9.7,626.7,295.4,991785.5,-14.9370039717334,-12.4791642594785,-8.27508800410695,0.248071374783701,-0.991192040047272,0.752137587133349,2.29141179239592,0,0,0
"E18294-S12179",1829301.49592549,-1217832.48002635,"icr006684","Pandambili",-6.12214,36.5064,10,7304,808,5.4,457.6,10.2,612.1,289.5,990513.2,-14.7078191854627,-12.7271130387098,-7.75019085217187,0.49301335409885,-0.635988766719997,0.748740370843974,2.20161536375371,0,0,0
"E18295-S12132",1829412.63496097,-1213129.77361571,"icr006724","Pandambili",-6.07987,36.5067,10,6480,683,8.1,552.9,21.6,349.2,165.6,991739.6,-14.7256464295272,-12.1911939644208,-5.67144720584773,1.79434972447153,-0.980829253011725,0.746069582014288,2.24998092977553,0,0,0
"E18295-S12132",1829412.63496097,-1213129.77361571,"icr006725","Pandambili",-6.07987,36.5067,35,3941,565,4.5,340.5,36,234.8,144,994734.2,-15.1772603891834,-11.9342586105403,-4.94976552770355,1.6234683882432,-2.07944154167984,0.488920788377941,1.94236404604856,0,0,0
"E18296-S12144",1829585.47905913,-1214321.30265109,"icr006704","Pandambili",-6.0906,36.50845,10,5679,566,8.3,456.1,10.2,451.3,202.8,992626.3,-14.9219835873867,-12.0387698532064,-6.76130368301281,1.04547724932972,-0.206132205487673,0.799912035115928,2.30593636167425,0,0,1
"E18296-S12144",1829585.47905913,-1214321.30265109,"icr006705","Pandambili",-6.0906,36.50845,35,4419,659,4.3,464.2,17.3,625.2,257.6,993553.4,-14.8349481929622,-11.6199826060702,-7.42890456999525,0.54240489348217,-1.39209147880422,0.886663604317123,1.90294517062823,0,0,1
"E18303-S12103",1830208.99924421,-1210213.35996822,"icr006745","Pandambili",-6.05373,36.5135,35,2659,247,6.1,200.1,16.7,117,76.7,996677.4,-16.0663982194668,-11.7074533009228,-3.99821207802053,1.97572491455687,-1.00711994824344,0.422272226424546,2.37631705461504,0,0,0
"E18303-S12103",1830208.99924421,-1210213.35996822,"icr006744","Pandambili",-6.05373,36.5135,10,4101,444,7.5,283.9,11.6,241.5,145.7,994764.8,-15.4185177969421,-12.1348694428495,-5.55013042330061,1.28120558500266,-0.436102077570053,0.505319759891469,2.22316156295983,0,0,0
"E19087-S14341",1908600.40277973,-1434056.07430737,"icr020849","Kidatu",-8.074033,37.269382,35,1777,159,4.2,26.4,2.7,170.6,34.7,997825.4,-17.4384968674452,-13.4460798690096,-4.43700387749738,-0.318612155492445,0.441832752279041,1.59258194810477,2.41377762593442,NA,NA,NA
"E19087-S14341",1908600.40277973,-1434056.07430737,"icr020848","Kidatu",-8.074033,37.269382,10,6153,407,5.1,51.6,4.3,289.6,55.1,993034.3,-16.3042768864481,-14.9936267435931,-4.87693444572888,-0.0777466631836461,0.170625517030762,1.65935094435269,2.71588186129789,NA,NA,NA
"E19089-S14282",1908854.56421059,-1428164.86243684,"icr020889","Kidatu",-8.02105,37.270351,35,4053,347,2,41.6,2.6,330.3,88.4,995135.1,-16.7148167498141,-14.8575815444133,-6.90808943280915,-1.1005477238621,-0.262364264467491,1.31812936275315,2.45788784668145,0,0,0
"E19089-S14282",1908854.56421059,-1428164.86243684,"icr020888","Kidatu",-8.02105,37.270351,10,7709,573,5,63.8,3.1,268.5,64.8,991312.8,-16.1714296562919,-15.8034914699779,-5.45799910760369,0.112667249172603,0.478035800942999,1.42154531059069,2.59925803974452,0,0,0
"E19090-S14305",1908942.59452314,-1430482.41630139,"icr020868","Kidatu",-8.041908,37.271683,10,4094,260,19.3,33.6,2.1,373,69.6,995148.4,-16.3539147908519,-13.3981171686102,-4.34313685799081,-1.01612716469271,2.21816775118146,1.67881385230344,2.75659613520571,0,0,1
"E19090-S14305",1908942.59452314,-1430482.41630139,"icr020869","Kidatu",-8.041908,37.271683,35,1270,117,7.5,32,2.3,148.7,35.4,998387.1,-17.476534414188,-12.2536428406077,-4.11093728418143,-0.0272776220593514,1.18199389760716,1.43521903332638,2.38459824465488,0,0,1
"E19092-S14260",1909132.09429107,-1425912.30913978,"icr020909","Kidatu",-8.000807,37.272369,35,3758,277,10,73.9,3.7,431.9,83.6,995361.9,-16.1031259133531,-12.7256874812878,-5.42673380343967,-0.432226060175585,0.994252273343866,1.642150559876,2.60762467378607,0,0,0
"E19092-S14260",1909132.09429107,-1425912.30913978,"icr020908","Kidatu",-8.000807,37.272369,10,10718,641,12.8,226.9,4.7,1069,137.7,987189.9,-14.8636353031776,-13.4340360673961,-6.85625797936797,-0.104246875437961,1.00188266220956,2.04940150529044,2.81665039313413,0,0,0
"E19113-S14285",1911254.05182061,-1428450.13091801,"icr020971","Kidatu",-8.023812,37.292297,35,2518,184,15.9,44,2.3,406.6,51.9,996777.3,-16.5748140118802,-12.2802163585958,-4.61723444518034,-0.648083409505109,1.93340998629108,2.0585111110224,2.61628445699531,0,0,0
"E19113-S14285",1911254.05182061,-1428450.13091801,"icr020970","Kidatu",-8.023812,37.292297,10,9270,519,30.6,76.5,3.8,942.7,126.3,989031.1,-15.1160562265251,-13.3451014257027,-5.0222448501475,-1.1036644441732,2.085998942226,2.01008806904566,2.88263477539401,0,0,0
"E19113-S14341",1911264.55367348,-1434037.68899839,"icr020927","Kidatu",-8.074083,37.293674,10,9051,515,15.6,81.7,3.5,875.6,131.3,989326.3,-15.305794234454,-13.7549625014704,-5.90353189788796,-1.0974577769069,1.49450794576012,1.89742458433996,2.86646362716343,0,0,0
"E19113-S14341",1911264.55367348,-1434037.68899839,"icr020928","Kidatu",-8.074083,37.293674,35,3381,205,3.1,49,4.1,477.9,79.2,995800.7,-16.5636482358585,-13.0617844887692,-6.36133071910061,-1.12007920808072,-0.279584862219162,1.79742520676373,2.80291682356948,0,0,0
"E19116-S14311",1911558.81246145,-1431093.12849641,"icr020948","Kidatu",-8.047615,37.295681,35,2062,204,3.8,35.3,4.2,235.4,51.7,997403.6,-17.0000278198954,-13.1475297406926,-4.88764447673382,-0.529964140876981,-0.100083458556984,1.51582841331179,2.31331167073269,0,0,0
"E19116-S14311",1911558.81246145,-1431093.12849641,"icr020947","Kidatu",-8.047615,37.295681,10,6674,444,12.2,67.3,4.4,343.7,69.3,992385.1,-15.8707128937374,-14.2489146115112,-4.43182376432776,0.00345621631018123,1.019831410815,1.60132427765993,2.71015009687909,0,0,0
"E19117-S14260",1911681.99196589,-1425992.06636918,"icr020987","Kidatu",-8.001733,37.295639,35,2376,168,8.6,33.7,2.8,295.6,48.4,997066.9,-16.8808719788739,-12.7461626749695,-4.53248606115457,-0.678872006878557,1.1221427860783,1.80950737535146,2.64920970107928,0,0,0
"E19117-S14260",1911681.99196589,-1425992.06636918,"icr020986","Kidatu",-8.001733,37.295639,10,6618,362,21.8,57.1,4.4,641.2,74.2,992221.3,-15.646573305964,-13.2640128812656,-4.26698038376869,-0.740886661164015,1.60030542887083,2.15657727056206,2.90590427665579,0,0,0
